signal,baseline,tight,tight_mdd,tight_turn,middle,middle_mdd,middle_turn,loose,loose_mdd,loose_turn,fvopt,fvopt_mdd,fvopt_turn
LGBM,2.4427,4.551729415964472,0.10931772260757511,0.025378013025450695,4.600775401611531,0.12996282244878754,0.031017155781190082,4.120648835693053,0.14721116622404162,0.04026373519419784,4.313755996004813,0.16068348237127805,0.040407174349936716
FV,1.8053,1.695033179847647,0.15008085950363093,0.025657530156506923,2.0469565923383084,0.15374083844150466,0.0313514634237953,2.2272265236242124,0.15361257889932822,0.04069621977714903,2.490901111170905,0.16470631697432936,0.04083136787366441
TRA,1.5241,3.1141942807027543,0.13451132171231595,0.02579558454765049,2.817339005973379,0.14923350089520293,0.031381372043247376,2.9641993041782246,0.15159280928343832,0.040786807770417335,2.6397256519395347,0.18857582774685078,0.040724373808546196
smallmoe,2.0302,3.266630684263967,0.14810870643907115,0.025750015030417,3.124213091015261,0.1624765971022235,0.03143292266865558,3.0902043983546683,0.1686967409824781,0.04081458558789071,,,
